,title,artist,lyrics
Gimme that Cristal
Ladies love my style, at my table gettin wild
Get them bottles poppin', we get that drip and that drop
Now give me two more bottles cuz you know it don't stop
Hell yeah, drink it up, drink-drink it up
When sober girls around me, they be actin' like they drunk
They be actin' like they drunk, actin'-actin' like they drunk
When sober girls around me, they be actin' like they drunk
Poppin bottles in the ice, like a blizzard
When we drink we do it right, gettin' slizard
Sippin sizzurp in my ride, like Three 6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6

Sippin on, sippin on sizz, I'ma ma-make it fizz
Girl I keep it gangsta, poppin' bottles at the crib
This is how we live, every single night
Take that bottle to the head, and let me see you fly

Hell yeah, drink it up, drink-drink it up
When sober girls around me, they be actin' like they drunk
They be actin like they drunk, actin'-actin' like they drunk
When sober girls around me, they be actin' like they drunk
You might also like
Poppin bottles in the ice, like a blizzard
When we drink we do it right, gettin' slizard
Sippin sizzurp in my ride, like Three 6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6

It's that 808 bump, make you put yo hands up
Make you put yo hands up, put yo, put yo hands up
(You can't touch this)
It's that 808 bump, make you put yo hands up
Make you put yo hands up, put yo, put yo hands up
(You can't touch this)
Hell yeah, make you put yo hands up
Make you put yo hands up, put yo, put yo put yo hands up
Hell yeah, make you put yo hands up
Make you put yo hands up, put yo, put yo put yo hands up

Poppin bottles in the ice, like a blizzard
When we drink we do it right, gettin' slizard
Sippin sizzurp in my ride, like Three 6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G6
Like a G6, like a G6
Now I'm feelin' so fly like a G625Embed"
15,OMG (feat. will.i.am),Usher,"Adam Lambert - Whataya Want From Me
Adele - Rolling In The Deep
Black Eyed Peas - Boom Boom Pow
Black Eyed Peas - I Got A Feeling
Black Eyed Peas - Imma Be
Black Eyed Peas - The Time (Dirty Bit)
B.o.B. - Magic (feat. Rivers Cuomo)
Britney Spears - Circus
Britney Spears - Womanizer
Britney Spears - Out From Under
Bruno Mars - Grenade
Bruno Mars - Just The Way You Are
Cody Simpson - All Day
Cody Simpson - iYiYi (feat. Flo Rida)
Edward Maya and Vika Jigulina - Stereo Love
Far East Movement - Like a G6 (feat. Dev and The Cataracs)
Greyson Chance - Waiting Outside the Lines
Hot Chelle Rae - Tonight Tonight
Iyaz - Replay
Jamie Foxx - Blame It (feat. T-Pain)
Jason Derulo - In My Head
Jason Derulo - Ridin' Solo
Jennifer Lopez - On The Floor (feat. Pitbull)
Jonas Brothers - A Little Bit Longer
Jonas Brothers - Burnin' Up
Jonas Brothers - S.O.S.
Jonas Brothers - Paranoid
Justin Timberlake - What Goes Around... Comes Around
Katy Perry - California Gurls
Katy Perry - Last Friday Night (T.G.I.F.)
Kelly Clarkson - My Life Would Suck Without You
Kesha - Take It Off
Kesha - Tik Tok
Kid Cudi - Day 'n' Nite
Lady Antebellum - Need You Now
Lady Gaga - Bad Romance
Lady Gaga - Love Game
Lady Gaga - Poker Face
Metro Station - Shake It
Mike Posner - Cooler Than Me
Miley Cyrus - East Northumberland High
Miley Cyrus - Seven Things
Mindless Behavior - Mrs. Right
Nicki Minaj - Super Bass
Nina Sky - Move Ya Body
Owl City - Fireflies
Pink - So What
Pink - Who Knew
Rihanna - Disturbia
Rihanna - Pon de Replay
Rihanna - Umbrella
Selena Gomez & The Scene - A Year Without Rain
Selena Gomez & The Scene - Naturally
Selena Gomez & The Scene - Round and Round
Selena Gomez & The Scene - Who Says
Taio Cruz - Dynamite
Taylor Swift - Love Story
Taylor Swift - You Belong With Me
T.I. - Dead and Gone (feat. Justin Timberlake)
Travie McCoy - Billionaire (feat. Bruno Mars)
Usher - O.M.G. (feat. will.i.am)
Willow Smith - Whip My Hair
Middle School
Alexandra Stan - Mr. Saxobeat
Anna Kendrick - Cups
Ariana Grande - Break Free (feat. Zedd)
Ariana Grande - Put Your Hearts Up
Austin Mahone - Say You're Just A Friend (feat. Flo Rida)
Banks - Beggin' For Thread
Becky G - Built For This
Becky G - Shower
Becky G - Zoomin' Zoomin'
Britney Spears - I Wanna Go
Carly Rae Jepsen - Call Me Maybe
Carly Rae Jepsen and Owl City - Good Time
Charli XCX - Boom Clap
Cher Lloyd - Want U Back
Cobra Starship - You Make Me Feel... (feat. Sabi)
Demi Lovato - Give Your Heart A Break
Demi Lovato - Heart Attack
Ed Sheeran - Don't
Ed Sheeran - Lego House
Ed Sheeran - The A Team
Fall Out Boy - Centuries
Fall Out Boy - My Songs Know What You Did In The Dark
Fall Out Boy - Young Volcanoes
Five Seconds of Summer - Disconnected
Five Seconds of Summer - Don't Stop
Five Seconds of Summer - Heartbreak Girl
Five Seconds of Summer - She Looks So Perfect
Foster the People - Pumped Up Kicks
Gavin DeGraw - Not Over You
Gym Class Heroes - Stereo Hearts (feat. Adam Levine)
Hunter Hayes - Wanted
Iggy Azalea - Black Widow (feat. Rita Ora)
Iggy Azalea - Fancy (feat. Charli XCX)
Imagine Dragons - Radioactive
Jason Derulo - Want To Want Me
Karmin - Brokenhearted
Katy Perry - Teenage Dream
Kesha - Die Young
Lana Del Rey - Summertime Sadness
Little Mix - Wings
LMFAO - Party Rock Anthem (feat. Lauren Bennett)
Lorde - Royals
Meghan Trainor - All About That Bass
Miley Cyrus - Wrecking Ball
My Chemical Romance - I'm Not Okay
My Chemical Romance - Teenagers
Neon Trees - Everybody Talks
Nick Jonas - Jealous
Olly Murs - Dance With Me Tonight
Olly Murs - Troublemaker (feat. Flo Rida)
One Direction - Kiss You
One Direction - Live While We're Young
One Direction - Midnight Memories
One Direction - One Thing
One Direction - Story of My Life
One Direction - What Makes You Beautiful
Paramore - Still Into You
PSY - Gangnam Style
Rixton - Me and My Broken Heart
Selena Gomez & The Scene - Love You Like A Love Song
Selena Gomez - Come and Get It
Selena Gomez - Slow Down
Shawn Mendes - Life of the Party
Taylor Swift - Blank Space
Taylor Swift - Enchanted
Taylor Swift - Haunted
Taylor Swift - I Knew You Were Trouble
Taylor Swift - Safe and Sound
Taylor Swift - Sparks Fly
Taylor Swift - We Are Never Ever Getting Back Together
Tori Kelly - Nobody Love
Tove Lo - Habits (Stay High)
The Vamps - Can We Dance?
Walk The Moon - Shut Up And Dance
The Wanted - Glad You Came
Zedd - Clarity (feat. Foxes)
Zedd - Stay The Night (feat. Hayley Williams)
High School
All Time Low - Something's Gotta Give
Ariana Grande - Into You
Black Veil Brides - In The End
Calvin Harris - This Is What You Came For (feat. Rihanna)
The Chainsmokers - Roses (feat. Rozes)
Cody Simpson - ABC
DJ Snake - Let Me Love You (feat. Justin Bieber)
DJ Snake - Middle (feat. Bipolar Sunshine)
DJ Snake and AlunaGeorge - You Know You Like It
DNCE - Cake By The Ocean
Fall Out Boy - Rat a Tat (feat. Courtney Love)
Five Seconds of Summer - She's Kinda Hot
Justin Bieber - No Sense
Justin Bieber - Sorry
Maroon 5 - Payphone
Niall Horan - This Town
New Years Day - Defame Me
Nirvana - Lithium
Panic! At The Disco - Time to Dance
Selena Gomez - Good For You (feat. A$AP Rocky)
Taylor Swift - Fifteen
That Poppy - Lowlife
Thomas Rhett - Unforgettable
Wiz Khalifa and Charlie Puth - See You Again
From Video Games
Anja - Dance All Nite
Gwen Stefani - What You Waiting For?
Marina and the Diamonds - Oh No!
Nirvana - About A Girl
Nirvana - Heart Shaped BoxEmbed"
16,Eenie Meenie,Sean Kingston,"Eenie meenie miney mo
Catch a bad chick by her toe
If she holla let her go

She's indecisive, she can't decide
She keeps on looking from left to right
Girl, come a bit closer, look in my eyes
Searching is so wrong, I'm Mr. Right
You seem like the type to love 'em and leave 'em
And disappear right after this song
So give me the night to show you, hold you
Don't leave me out here dancing alone

You can't make up your mind, mind, mind, mind, mind
Please don't waste my time, time, time, time, time
I'm not tryna rewind, wind, wind, wind, wind
I wish our hearts could come together as one
Cause shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover, oh
Verse 2: 
Let me show you what you're missing, paradise
With me you're winning girl, you don't have to roll the dice
Tell me what you're really here for
Them other guys? I can see right through ya

You seem like the type to love 'em and leave 'em
And disappear right after the song
So give me the night to show you, hold you
Don't leave me out here dancing alone
You might also like
Can't make up your mind, mind, mind, mind, mind
Please don't waste my time, time, time, time, time
Not tryin' to rewind, wind, wind, wind, wind
I wish our hearts could come together as one
Cause shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover, oh

Eenie meenie miney moe, catch a bad chick by her toe
If she holla, if, if, if she holla let her go
Eenie meenie miney moe, catch a bad chick by her toe
If she holla, holla, holla, holla let her go
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover (Yeah, yeah, yeah)
Shorty is a eenie meenie miney mo lover (Oh, lets go!)
Shorty is a eenie meenie miney mo lover (Here we go!)

You can't make up your mind, mind, mind, mind, mind
Please don't waste my time, time, time, time, time
I'm not tryna rewind, wind, wind, wind, wind
I wish our hearts could come together as one
Cause shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover
Shorty is a eenie meenie miney mo lover8Embed"
17,The Time (Dirty Bit),The Black Eyed Peas,"This is international
Big mega radio smasher

I've had the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you
Oh, I've had the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you-you
You, you, you, you, you, you, you, you
You-you-you-you-you-you-you-you
Ou-ou-ou-ou-ou-ou-ou-ou-ou-ou-ou-ou

Dirty bit
Dirty bit

I-I came up in here to rock
Light a fire, make it hot
I don't wanna take no pictures
I just wanna take some shots
So come on, let's go, let's lose control
Let's do it all night, 'til we can't do it no mo'
People rockin' to the sound
Turn it up and watch it pound
We gon' rock it to the top
Until the roof come burnin' down
Yeah, it's hot in hurrrr, the temperature
Has got these ladies, gettin' freakier
I got freaky freaky baby
I was chilling with my ladies
I didn't come to get bougie
I came here to get crazy
I was born to get wild, rhat's my style
If you didn't know that
Well, baby, now you know now
You might also like
'Cause I'm... havin'...
A good, time, with you
I'm tellin' you

I've had the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you
Oh, I've had the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you-you

You, you, you, you, you, you, you, you
You-you-you-you-you-you-you-you
Ou-ou-ou-ou-ou-ou-ou-ou-ou-ou-ou-ou

Dirty bit
Dirty bit

All-all these girls, they like my swagger
They callin' me Mick Jagger
I be Rolling like a Stone, jetsetter, jetlagger
We ain't messin' with no maggots
Messin' with the baddest
Chicks in the club, honey, what's up?
Mirror, mirror on the wall
Who's the baddest of them all?
Yeah it's gotta be the apl
I'm the mack daddy, y'all
Haters better step back
Ladies, download your Ap
I'm the party application
Rockin' just like that
This is international
Big mega radio smasher

'Cause I'm.. havin'...
A good, time, with you
I'm tellin' you

I-I-I-I've had the time of my li-i-ife
And I never felt this way before-fore
And I swear-wear, this is true-ue-ue-ue
